import_id,first_name,last_name,display_name,normalized_name,sport,is_professional,is_nickname,alternate_names,needs_review
1100,Josh,Keyes,Josh Keyes,josh keyes,Football,true,false,{},false
1101,Christian,Covington,Christian Covington,christian covington,Football,true,false,{},false
1102,D.J.,Reader,D.J. Reader,d.j. reader,Football,true,false,{},false
1103,Blair,Brown,Blair Brown,blair brown,Football,true,false,{},false
1104,Dee,Delaney,Dee Delaney,dee delaney,Football,true,false,{},false
1105,Taylor,Heinicke,Taylor Heinicke,taylor heinicke,Football,true,false,{},false
1106,Rashard,Robinson,Rashard Robinson,rashard robinson,Football,true,false,{},false
1107,Isaiah,Irving,Isaiah Irving,isaiah irving,Football,true,false,{},false
1108,Kylie,Fitts,Kylie Fitts,kylie fitts,Football,true,false,{},false
1109,William,Gholston,William Gholston,william gholston,Football,true,false,{},false
1110,Carlos,Dunlap,Carlos Dunlap,carlos dunlap,Football,true,false,{},false
1111,De'Vante,Harris,De'Vante Harris,de'vante harris,Football,true,false,{},false
1112,Jordan,Franks,Jordan Franks,jordan franks,Football,true,false,{},false
1113,K.J.,Wright,K.J. Wright,k.j. wright,Football,true,false,{},false
1114,Ed,Dickson,Ed Dickson,ed dickson,Football,true,false,{},false
1115,Brandon,Powell,Brandon Powell,brandon powell,Football,true,false,{},false
1116,Dymonte,Thomas,Dymonte Thomas,dymonte thomas,Football,true,false,{},false
1117,Isaiah,McKenzie,Isaiah McKenzie,isaiah mckenzie,Football,true,false,{},false
1118,Dontrell,Hilliard,Dontrell Hilliard,dontrell hilliard,Football,true,false,{},false
1119,Nick,Nelson,Nick Nelson,nick nelson,Football,true,false,{},false
1120,Jason,Cabinda,Jason Cabinda,jason cabinda,Football,true,false,{},false
1121,Kyle,Wilber,Kyle Wilber,kyle wilber,Football,true,false,{},false
1122,Chandler,Jones,Chandler Jones,chandler jones,Football,true,false,{},false
1123,Benson,Mayowa,Benson Mayowa,benson mayowa,Football,true,false,{},false
1124,Rodney,Gunter,Rodney Gunter,rodney gunter,Football,true,false,{},false
1125,Robert,Nkemdiche,Robert Nkemdiche,robert nkemdiche,Football,true,false,{},false
1126,Tyvis,Powell,Tyvis Powell,tyvis powell,Football,true,false,{},false
1127,T.J.,Logan,T.J. Logan,t.j. logan,Football,true,false,{},false
1128,Olsen,Pierre,Olsen Pierre,olsen pierre,Football,true,false,{},false
1129,Raven,Greene,Raven Greene,raven greene,Football,true,false,{},false
1130,John,Myers,John Franklin-Myers,john franklin-myers,Football,true,false,{},false
1131,Everson,Griffen,Everson Griffen,everson griffen,Football,true,false,{},false
1132,Linval,Joseph,Linval Joseph,linval joseph,Football,true,false,{},false
1133,Tom,Johnson,Tom Johnson,tom johnson,Football,true,false,{},false
1134,Stephen,Weatherly,Stephen Weatherly,stephen weatherly,Football,true,false,{},false
1135,Julian,Stanford,Julian Stanford,julian stanford,Football,true,false,{},false
1136,Dekoda,Watson,Dekoda Watson,dekoda watson,Football,true,false,{},false
1137,Nick,Mullens,Nick Mullens,nick mullens,Football,true,false,{},false
1138,AJ,McCarron,AJ McCarron,aj mccarron,Football,true,false,{},false
1139,DeAndre,Washington,DeAndre Washington,deandre washington,Football,true,false,{},false
1140,Marcell,Harris,Marcell Harris,marcell harris,Football,true,false,{},false
1141,Joshua,Dobbs,Joshua Dobbs,joshua dobbs,Football,true,false,{},false
1142,Taquan,Mizzell,Taquan Mizzell,taquan mizzell,Football,true,false,{},false
1143,Garrison,Sanborn,Garrison Sanborn,garrison sanborn,Football,true,false,{},false
1144,Bryan,Anger,Bryan Anger,bryan anger,Football,true,false,{},false
1145,Riley,Bullough,Riley Bullough,riley bullough,Football,true,false,{},false
1146,Ben,Jacobs,Ben Jacobs,ben jacobs,Football,true,false,{},false
1147,Carl,Nassib,Carl Nassib,carl nassib,Football,true,false,{},false
1148,Denzel,Rice,Denzel Rice,denzel rice,Football,true,false,{},false
1149,Tanner,Vallejo,Tanner Vallejo,tanner vallejo,Football,true,false,{},false
1150,Tavierre,Thomas,Tavierre Thomas,tavierre thomas,Football,true,false,{},false
1151,Elijah,McGuire,Elijah McGuire,elijah mcguire,Football,true,false,{},false
1152,Cornell,Armstrong,Cornell Armstrong,cornell armstrong,Football,true,false,{},false
1153,Chad,Beebe,Chad Beebe,chad beebe,Football,true,false,{},false
1154,Andy,Jones,Andy Jones,andy jones,Football,true,false,{},false
1155,Matthew,Ioannidis,Matthew Ioannidis,matthew ioannidis,Football,true,false,{},false
1156,Takkarist,McKinley,Takkarist McKinley,takkarist mckinley,Football,true,false,{},false
1157,Su'a,Cravens,Su'a Cravens,su'a cravens,Football,true,false,{},false
1158,Keishawn,Bierria,Keishawn Bierria,keishawn bierria,Football,true,false,{},false
1159,River,Cracraft,River Cracraft,river cracraft,Football,true,false,{},false
1160,Bashaud,Breeland,Bashaud Breeland,bashaud breeland,Football,true,false,{},false
1161,Aaron,Lynch,Aaron Lynch,aaron lynch,Football,true,false,{},false
1162,Zach,Zenner,Zach Zenner,zach zenner,Football,true,false,{},false
1163,Keith,Kirkwood,Keith Kirkwood,keith kirkwood,Football,true,false,{},false
1164,Cameron,Jordan,Cameron Jordan,cameron jordan,Football,true,false,{},false
1165,Auden,Tate,Auden Tate,auden tate,Football,true,false,{},false
1166,Dwayne,Washington,Dwayne Washington,dwayne washington,Football,true,false,{},false
1167,Josh,Robinson,Josh Robinson,josh robinson,Football,true,false,{},false
1168,Teddy,Bridgewater,Teddy Bridgewater,teddy bridgewater,Football,true,false,{},false
1169,Leonte,Carroo,Leonte Carroo,leonte carroo,Football,true,false,{},false
1170,Matt,Overton,Matt Overton,matt overton,Football,true,false,{},false
1171,Abry,Jones,Abry Jones,abry jones,Football,true,false,{},false
1172,Josh,Lambo,Josh Lambo,josh lambo,Football,true,false,{},false
1173,Logan,Cooke,Logan Cooke,logan cooke,Football,true,false,{},false
1174,Trent,Sherfield,Trent Sherfield,trent sherfield,Football,true,false,{},false
1175,Daniel,Sorensen,Daniel Sorensen,daniel sorensen,Football,true,false,{},false
1176,John,Phillips,John Phillips,john phillips,Football,true,false,{},false
1177,Levi,Wallace,Levi Wallace,levi wallace,Football,true,false,{},false
1178,Josh,McCown,Josh McCown,josh mccown,Football,true,false,{},false
1179,Matt,Barkley,Matt Barkley,matt barkley,Football,true,false,{},false
1180,Deon,Lacey,Deon Lacey,deon lacey,Football,true,false,{},false
1181,Colton,Schmidt,Colton Schmidt,colton schmidt,Football,true,false,{},false
1182,Eddie,Yarbrough,Eddie Yarbrough,eddie yarbrough,Football,true,false,{},false
1183,Rontez,Miles,Rontez Miles,rontez miles,Football,true,false,{},false
1184,Cassanova,McKinzy,Cassanova McKinzy,cassanova mckinzy,Football,true,false,{},false
1185,Brian,Hoyer,Brian Hoyer,brian hoyer,Football,true,false,{},false
1186,Hayes,Pullard,Hayes Pullard,hayes pullard,Football,true,false,{},false
1187,Noah,Brown,Noah Brown,noah brown,Football,true,false,{},false
1188,Chandon,Sullivan,Chandon Sullivan,chandon sullivan,Football,true,false,{},false
1189,Corey,Coleman,Corey Coleman,corey coleman,Football,true,false,{},false
1190,Matt,Dayes,Matt Dayes,matt dayes,Football,true,false,{},false
1191,Malik,Turner,Malik Turner,malik turner,Football,true,false,{},false
1192,Shalom,Luani,Shalom Luani,shalom luani,Football,true,false,{},false
1193,Adam,Shaheen,Adam Shaheen,adam shaheen,Football,true,false,{},false
1194,Mike,Ford,Mike Ford,mike ford,Football,true,false,{},false
1195,Ricky,Jean,Ricky Jean Francois,ricky jean francois,Football,true,false,{},false
1196,Damon,Harrison,Damon Harrison,damon harrison,Football,true,false,{},false
1197,Cameron,Payne,Cameron Artis-Payne,cameron artis-payne,Football,true,false,{},false
1198,Mario,Addison,Mario Addison,mario addison,Football,true,false,{},false
1199,Kevin,Minter,Kevin Minter,kevin minter,Football,true,false,{},false
1200,Trey,Quinn,Trey Quinn,trey quinn,Football,true,false,{},false
1201,Byron,Marshall,Byron Marshall,byron marshall,Football,true,false,{},false
1202,Colt,McCoy,Colt McCoy,colt mccoy,Football,true,false,{},false
1203,Marcell,Ateman,Marcell Ateman,marcell ateman,Football,true,false,{},false
1204,Leonard,Johnson,Leonard Johnson,leonard johnson,Football,true,false,{},false
1205,Saeed,Blacknall,Saeed Blacknall,saeed blacknall,Football,true,false,{},false
1206,Casey,Kreiter,Casey Kreiter,casey kreiter,Football,true,false,{},false
1207,Joe,Jones,Joe Jones,joe jones,Football,true,false,{},false
1208,Colby,Wadman,Colby Wadman,colby wadman,Football,true,false,{},false
1209,Nick,Dzubnar,Nick Dzubnar,nick dzubnar,Football,true,false,{},false
1210,Jeff,Richards,Jeff Richards,jeff richards,Football,true,false,{},false
1211,Tre'Von,Johnson,Tre'Von Johnson,tre'von johnson,Football,true,false,{},false
1212,DeVante,Bausby,DeVante Bausby,devante bausby,Football,true,false,{},false
1213,Ben,Koyack,Ben Koyack,ben koyack,Football,true,false,{},false
1214,Shaun,Dion,Shaun Dion Hamilton,shaun dion hamilton,Football,true,false,{},false
1215,Brian,Hill,Brian Hill,brian hill,Football,true,false,{},false
1216,Johnny,Holton,Johnny Holton,johnny holton,Football,true,false,{},false
1217,Keon,Hatcher,Keon Hatcher,keon hatcher,Football,true,false,{},false
1218,Brandon,Williams,Brandon Williams,brandon williams,Football,true,false,{},false
1219,Jabaal,Sheard,Jabaal Sheard,jabaal sheard,Football,true,false,{},false
1220,Margus,Hunt,Margus Hunt,margus hunt,Football,true,false,{},false
1221,Denico,Autry,Denico Autry,denico autry,Football,true,false,{},false
1222,Tyquan,Lewis,Tyquan Lewis,tyquan lewis,Football,true,false,{},false
1223,Obi,Melifonwu,Obi Melifonwu,obi melifonwu,Football,true,false,{},false
1224,Richard,Rodgers,Richard Rodgers,richard rodgers,Football,true,false,{},false
1225,Jeff,Wilson,Jeff Wilson,jeff wilson,Football,true,false,{},false
1226,David,Amerson,David Amerson,david amerson,Football,true,false,{},false
1227,Cameron,Heyward,Cameron Heyward,cameron heyward,Football,true,false,{},false
1228,Chris,Boswell,Chris Boswell,chris boswell,Football,true,false,{},false
1229,Jordan,Berry,Jordan Berry,jordan berry,Football,true,false,{},false
1230,Kameron,Canaday,Kameron Canaday,kameron canaday,Football,true,false,{},false
1231,Sam,Koch,Sam Koch,sam koch,Football,true,false,{},false
1232,Morgan,Cox,Morgan Cox,morgan cox,Football,true,false,{},false
1233,Robert,Griffin,Robert Griffin III,robert griffin iii,Football,true,false,{},false
1234,Pharoh,Cooper,Pharoh Cooper,pharoh cooper,Football,true,false,{},false
1235,Jake,Kumerow,Jake Kumerow,jake kumerow,Football,true,false,{},false
1236,Eddie,Pleasant,Eddie Pleasant,eddie pleasant,Football,true,false,{},false
1237,Markus,Golden,Markus Golden,markus golden,Football,true,false,{},false
1238,Isaiah,Ford,Isaiah Ford,isaiah ford,Football,true,false,{},false
1239,Ukeme,Eligwe,Ukeme Eligwe,ukeme eligwe,Football,true,false,{},false
1240,Tony,Lippett,Tony Lippett,tony lippett,Football,true,false,{},false
1241,Ola,Adeniyi,Ola Adeniyi,ola adeniyi,Football,true,false,{},false
1242,Marcus,Allen,Marcus Allen,marcus allen,Football,true,false,{},false
1243,Bobo,Wilson,Bobo Wilson,bobo wilson,Football,true,false,{},false
1244,Gehrig,Dieter,Gehrig Dieter,gehrig dieter,Football,true,false,{},false
1245,Clinton,McDonald,Clinton McDonald,clinton mcdonald,Football,true,false,{},false
1246,J.D.,McKissic,J.D. McKissic,j.d. mckissic,Football,true,false,{},false
1247,Adonis,Alexander,Adonis Alexander,adonis alexander,Football,true,false,{},false
1248,Mark,Sanchez,Mark Sanchez,mark sanchez,Football,true,false,{},false
1249,Bennie,Logan,Bennie Logan,bennie logan,Football,true,false,{},false
1250,Darius,Kilgo,Darius Kilgo,darius kilgo,Football,true,false,{},false
1251,Austin,Johnson,Austin Johnson,austin johnson,Football,true,false,{},false
1252,Nick,DeLuca,Nick DeLuca,nick deluca,Football,true,false,{},false
1253,Jeremiah,Attaochu,Jeremiah Attaochu,jeremiah attaochu,Football,true,false,{},false
1254,Daniel,Brown,Daniel Brown,daniel brown,Football,true,false,{},false
1255,Akiem,Hicks,Akiem Hicks,akiem hicks,Football,true,false,{},false
1256,Jonathan,Bullard,Jonathan Bullard,jonathan bullard,Football,true,false,{},false
1257,Bilal,Nichols,Bilal Nichols,bilal nichols,Football,true,false,{},false
1258,Will,Redmond,Will Redmond,will redmond,Football,true,false,{},false
1259,Darrel,Williams,Darrel Williams,darrel williams,Football,true,false,{},false
1260,Brandon,Bolden,Brandon Bolden,brandon bolden,Football,true,false,{},false
1261,Jalen,Davis,Jalen Davis,jalen davis,Football,true,false,{},false
1262,Josh,Johnson,Josh Johnson,josh johnson,Football,true,false,{},false
1263,Kyle,Lauletta,Kyle Lauletta,kyle lauletta,Football,true,false,{},false
1264,Malik,Jefferson,Malik Jefferson,malik jefferson,Football,true,false,{},false
1265,Pita,Taumoepenu,Pita Taumoepenu,pita taumoepenu,Football,true,false,{},false
1266,Jalen,Tolliver,Jalen Tolliver,jalen tolliver,Football,true,false,{},false
1267,Zeke,Turner,Zeke Turner,zeke turner,Football,true,false,{},false
1268,Kelvin,Sheppard,Kelvin Sheppard,kelvin sheppard,Football,true,false,{},false
1269,Darren,Waller,Darren Waller,darren waller,Football,true,false,{},false
1270,Eric,Berry,Eric Berry,eric berry,Football,true,false,{},false
1271,Charcandrick,West,Charcandrick West,charcandrick west,Football,true,false,{},false
1272,Mike,Pennel,Mike Pennel,mike pennel,Football,true,false,{},false
1273,Jeff,Holland,Jeff Holland,jeff holland,Football,true,false,{},false
1274,Mike,Glennon,Mike Glennon,mike glennon,Football,true,false,{},false
1275,Jerome,Cunningham,Jerome Cunningham,jerome cunningham,Football,true,false,{},false
1276,Keith,Ford,Keith Ford,keith ford,Football,true,false,{},false
1277,Corey,Thompson,Corey Thompson,corey thompson,Football,true,false,{},false
1278,Trent,Murphy,Trent Murphy,trent murphy,Football,true,false,{},false
1279,Danny,Vitale,Danny Vitale,danny vitale,Football,true,false,{},false
1280,Joshua,Holsey,Joshua Holsey,joshua holsey,Football,true,false,{},false
1281,Matt,Flanagan,Matt Flanagan,matt flanagan,Football,true,false,{},false
1282,Cody,Davis,Cody Davis,cody davis,Football,true,false,{},false
1283,Robert,Quinn,Robert Quinn,robert quinn,Football,true,false,{},false
1284,Kenny,Ladler,Kenny Ladler,kenny ladler,Football,true,false,{},false
1285,Eli,Rogers,Eli Rogers,eli rogers,Football,true,false,{},false
1286,Justin,Davis,Justin Davis,justin davis,Football,true,false,{},false
1287,John,Kelly,John Kelly,john kelly,Football,true,false,{},false
1288,D.J.,Alexander,D.J. Alexander,d.j. alexander,Football,true,false,{},false
1289,B.J.,Bello,B.J. Bello,b.j. bello,Football,true,false,{},false
1290,Julius,Peppers,Julius Peppers,julius peppers,Football,true,false,{},false
1291,Kawann,Short,Kawann Short,kawann short,Football,true,false,{},false
1292,Kyle,Love,Kyle Love,kyle love,Football,true,false,{},false
1293,Ahmad,Thomas,Ahmad Thomas,ahmad thomas,Football,true,false,{},false
1294,Mike,Hull,Mike Hull,mike hull,Football,true,false,{},false
1295,Kyle,Allen,Kyle Allen,kyle allen,Football,true,false,{},false
1296,Jerry,Hughes,Jerry Hughes,jerry hughes,Football,true,false,{},false
1297,D'Onta,Foreman,D'Onta Foreman,d'onta foreman,Football,true,false,{},false
1298,Nate,Sudfeld,Nate Sudfeld,nate sudfeld,Football,true,false,{},false
1299,Temarrick,Hemingway,Temarrick Hemingway,temarrick hemingway,Football,true,false,{},false
1300,Arden,Key,Arden Key,arden key,Football,true,false,{},false
1301,Da'Mari,Scott,Da'Mari Scott,da'mari scott,Football,true,false,{},false
1302,Kyle,Williams,Kyle Williams,kyle williams,Football,true,false,{},false
1303,Don,Muhlbach,Don Muhlbach,don muhlbach,Football,true,false,{},false
1304,Matt,Prater,Matt Prater,matt prater,Football,true,false,{},false
1305,Sam,Martin,Sam Martin,sam martin,Football,true,false,{},false
1306,Chris,Lacy,Chris Lacy,chris lacy,Football,true,false,{},false
1307,Allen,Lazard,Allen Lazard,allen lazard,Football,true,false,{},false
1308,Dallin,Leavitt,Dallin Leavitt,dallin leavitt,Football,true,false,{},false
1309,Chad,Henne,Chad Henne,chad henne,Football,true,false,{},false
1310,Derrick,Jones,Derrick Jones,derrick jones,Football,true,false,{},false
1311,Clive,Walford,Clive Walford,clive walford,Football,true,false,{},false
1312,De'Angelo,Henderson,De'Angelo Henderson Sr.,de'angelo henderson sr.,Football,true,false,{},false
1313,Mose,Frazier,Mose Frazier,mose frazier,Football,true,false,{},false
1314,Travaris,Cadet,Travaris Cadet,travaris cadet,Football,true,false,{},false
1315,Andre,Smith,Andre Smith,andre smith,Football,true,false,{},false
1316,Garrett,Gilbert,Garrett Gilbert,garrett gilbert,Football,true,false,{},false
1317,Darius,Jackson,Darius Jackson,darius jackson,Football,true,false,{},false
1318,Alonzo,Russell,Alonzo Russell,alonzo russell,Football,true,false,{},false
1319,Kasim,Edebali,Kasim Edebali,kasim edebali,Football,true,false,{},false
1320,Jeremy,Langford,Jeremy Langford,jeremy langford,Football,true,false,{},false
1321,Gerald,McCoy,Gerald McCoy,gerald mccoy,Football,true,false,{},false
1322,Jason,Paul,Jason Pierre-Paul,jason pierre-paul,Football,true,false,{},false
1323,Vinny,Curry,Vinny Curry,vinny curry,Football,true,false,{},false
1324,Vita,Vea,Vita Vea,vita vea,Football,true,false,{},false
1325,Donnie,Ernsberger,Donnie Ernsberger,donnie ernsberger,Football,true,false,{},false
1326,Darvin,Kidsy,Darvin Kidsy,darvin kidsy,Football,true,false,{},false
1327,Jeremy,Reaves,Jeremy Reaves,jeremy reaves,Football,true,false,{},false
1328,Tress,Way,Tress Way,tress way,Football,true,false,{},false
1329,Marcus,Smith,Marcus Smith,marcus smith,Football,true,false,{},false
1330,Andrew,East,Andrew East,andrew east,Football,true,false,{},false
1331,Max,McCaffrey,Max McCaffrey,max mccaffrey,Football,true,false,{},false
1332,Sean,Mannion,Sean Mannion,sean mannion,Football,true,false,{},false
1333,Darious,Williams,Darious Williams,darious williams,Football,true,false,{},false
1334,Malachi,Dupre,Malachi Dupre,malachi dupre,Football,true,false,{},false
